video_id	post_date	caption
7560389984423808286	2025-10-12	"Everything is going in the only way it can go. If people were different everything would be different." - Gurdjieff #jagwartwin #happyface #newmusic #notyourhomie #fypシ  created by Jagwar Twin with Jagwar Twin’s original sound
7559654428735851807	2025-10-10	Replying to @Sardine! 📼🪱/🧀🐀/🔲🔳/👁️📼  who’s gonna tell them about sir lucius?  #happyface #jagwartwin #sirlucius  created by Jagwar Twin with Jagwar Twin’s Happy Face
7559267932832828702	2025-10-09	Replying to @Karo "The crowd neither wants nor seeks knowledge, and the leaders of the crowd, in their own interests, try to strengthen its fear and dislike of everything new and unknown. The slavery in which mankind lives is based upon this fear." - Gurdjieff  #jagwartwin #happyface #badfeelingjt #fypシ #creepypastas  created by Jagwar Twin with Jagwar Twin’s original sound
7558934938523815198	2025-10-08	label emailed me and saying this song is my next happy face. whatever that means. Don’t email me.  "If you meditate and the Devil comes, make the Devil meditate." - Gurdjieff #howyouremailfindsme #viral #fypシ #halloween   created by Jagwar Twin with Jagwar Twin’s original sound
7558535665462398238	2025-10-07	“If we knew what a number of people are actually dead and what a number of these dead people govern our lives, we should go mad with horror." - Gurdjieff #jagwartwin #sirlucius #notyourhomie #badfeelingjt  created by Jagwar Twin with Jagwar Twin’s original sound
7558159058490936606	2025-10-06	“To speak the truth one must know what the truth is and what a lie is, and first of all in oneself. And this nobody wants to know."  - Gurdjieff #happyface #jagwartwin #sirlucius  created by Jagwar Twin with 𝐈𝐯𝐚́𝐧 𝐑𝐌𝐮𝐬𝐢𝐜 🎧’s sonido original
7557811940190326047	2025-10-05	Ashes ashes we all fall down 🥀  #fypシ #viral #darkside #badfeelingjt #creepypastas  created by Jagwar Twin with Jagwar Twin’s original sound
7557395876923051295	2025-10-04	sir lucius is highly collectible #sirlucius #darkside  created by Jagwar Twin with Jagwar Twin’s original sound
7556765888108662047	2025-10-02	what is sir lucius preparing? created by Jagwar Twin with Jagwar Twin’s original sound
7556307270112382263	2025-10-01	The Interview EP 2 (The Rise of sir lucius)  ROY believes in his new song, but after failures in the past, doubt lingers. sir lucius steps forward with “not your homie,” convincing ROY it’s the only way and sir lucius rises. Which side are you on? 🤍 or 🖤 #sirlucius #lightvsdark #newmusicalert #darkside #jagwartwin  created by Jagwar Twin with Jagwar Twin’s original sound
7555936861319925023	2025-09-30	The war continues, will sir lucius rise?  Find out tomorrow in EP 2 created by Jagwar Twin with Jagwar Twin’s original sound
7555667367624281357	2025-09-30	Jagwar Twin is ROY and sir lucius. A war between LIGHT and dark.  Whose side are you on? 🤍 or 🖤? created by Jagwar Twin with Jagwar Twin’s original sound
7553780372002163999	2025-09-24	In your mind you have the thoughts of the entire universe and everyone you know. Your mind thinks, not you.  Who are you?  Dont think about it tho. Put on a happy face and keep scrolling!🐇 created by Jagwar Twin with Jagwar Twin’s Happy Face
7550419098119802126	2025-09-15	The world’s in flames 🐇 #viral  #lifeisgood #fypシ @angelbaby  created by Jagwar Twin with Jagwar Twin’s original sound
7548946878994451743	2025-09-11	Is it Happy Face season yet? 🎃👻 #happyface #fypシ #viral  created by Jagwar Twin with Jagwar Twin’s Happy Face
7548906449280273694	2025-09-11	Who’s looping? #fypシ #viral #newmusicalert #loop created by Jagwar Twin with Jagwar Twin’s LOOP
7547517271481044254	2025-09-08	Since I can’t be at the Oasis show. Here’s my cover of Wonderwall #oasis #wonderwall #wonderwallcover  created by Jagwar Twin with Jagwar Twin’s original sound
7545589177748884791	2025-09-02	It’s time to break the LOOP! When you catch yourself in old thought patterns, say to that old version of yourself, I love you but I no longer choose you. Step into your destiny. I love you - El Roy ⚔️🐆 created by Jagwar Twin with Jagwar Twin’s LOOP
7544473306276039966	2025-08-30	LOOP is out, if you’re on the light side drop a 🤍 in the comments to show Sir Lucius that Roy is winning! #loop #stuckinaloop #fypシ  created by Jagwar Twin with Jagwar Twin’s LOOP
7544061551859223839	2025-08-29	LOOP visualizer out now 🔁 #loop #jagwartwin #stuckinaloop  created by Jagwar Twin with Jagwar Twin’s original sound
7543854783501847838	2025-08-29	LOOP is out everywhere now!! God brought you here. Well God and the algorithm. If you’re ready to change your life and break the LOOP leave a ♾️ below. Let’s do this!! - El Roy, a loyal servant of the Realm ⚔️  #newmusic ##fypシ##loop##stuckinaloop created by Jagwar Twin with Jagwar Twin’s LOOP
7543706986567830814	2025-08-28	Only you can break the loop. Stop living from the emotions of the past and step into who you were always meant to be now. You are not a person! That’s the mask you wear. You are a living breathing star and you can change your destiny. 🤍- El Roy  created by Jagwar Twin with Jagwar Twin’s original sound
7543374880385830175	2025-08-27	LOOP out Friday 8/29 #fyp #viral #stuckinaloop  created by Jagwar Twin with Jagwar Twin’s LOOP
7542996068103884062	2025-08-26	Where my gemini twins at? #gemini #stuckinaloop  created by Jagwar Twin with Jagwar Twin’s original sound
7542953110373666079	2025-08-26	It’s all good my twin  New song LOOP out on 8/29 #fyp #gemini #loop  created by Jagwar Twin with Jagwar Twin’s LOOP
7541445343808851230	2025-08-22	One week until LOOP  created by Jagwar Twin with Jagwar Twin’s LOOP
7541082211252997390	2025-08-21	The deeper esoteric symbolism of the green apple 🍏  • Knowledge that hasn’t been earned • Misuse of the mind • Intelligence divorced from spirit • Power access before spiritual maturity • Fruit that is unripe No wonder why Sir Lucius is always holding one ##greenapple##symbolism##fyp##viral created by Jagwar Twin with Jagwar Twin’s LOOP
7540714510772931871	2025-08-20	Who will take control of Jagwar Twin and lead the Realm? Who will wield the sword of truth? ✠ LOOP out on 8/29  #fyp #viral #loop  created by Jagwar Twin with Jagwar Twin’s LOOP
7540008828486585630	2025-08-18	The path that Lucius created may not be the only way. Is choice an illusion or will Roy make his way out from the middle of the maze?  LOOP out on 8/29 created by Jagwar Twin with Jagwar Twin’s original sound
7539337823053270303	2025-08-17	Will Roy come out victorious or will Sir Lucius rise?   Symbolically the rose is the heart revealed, the union of opposites, light and dark. It is beauty unfolding toward divine love and the truth hidden in the center of the self. LOOP out on 8/29  created by Jagwar Twin with Jagwar Twin’s original sound
7538888402247224607	2025-08-15	But Lucius’ secret faction grew in the darkness and kept close eye on Roy.  If you’re with Roy repeat below in the comments as many times as you need.  I am thee  Thou is Me Me is thou I am thee  🐇Sir Lucius is the mind divorced from the heart. He is the whisper that offers knowledge before you’re ready to hold it, the green apple plucked too soon. He lives in the shadows of our thoughts looping our fears and doubts into the same stories until we forget who we are. He is self-betrayal dressed as logic. Self-sabotage disguised as strategy. LOOP out 8/29  created by Jagwar Twin with Jagwar Twin’s original sound
7538520847011597599	2025-08-14	Inside the constraints of the LOOP, the dance of Darkness and Light continued. “My mind must serve my heart”, Roy repeated incessantly as he stepped through the gate  “LOOP” out on 8/29  created by Jagwar Twin with Jagwar Twin’s original sound
7538126571115154719	2025-08-13	A singular voice inside Roy’s head spoke saying “The loop ends the moment you choose it.” But Sir Lucius was clever ♄ New single LOOP out 8/29!  created by Jagwar Twin with Jagwar Twin’s LOOP
7537781790065331487	2025-08-12	🖤 for Sir Lucius  🤍 for Roy  created by Jagwar Twin with Jagwar Twin’s original sound
7537778790206852407	2025-08-12	Sir Lucius created his own Dark Circle within The Circle and the loop continued. Roy still fought back ☿ created by Jagwar Twin with Jagwar Twin’s original sound
7537458087490276638	2025-08-11	With infinity powering eternity, Roy fought to escape the LOOP as the rose bloomed. ✠  created by Jagwar Twin with Jagwar Twin’s original sound
7536262503525879070	2025-08-08	The tree would not fall into the flames ✞☠︎︎ created by Jagwar Twin with Jagwar Twin’s original sound
7535906186609216798	2025-08-07	Roy's prayer was answered through a crack in the sky, and the fire still burned ✡︎ ☯︎ ︎ created by Jagwar Twin with Jagwar Twin’s original sound
7535543406852885791	2025-08-06	In the mist of infinity, Roy's prayer was heard ✟ created by Jagwar Twin with Jagwar Twin’s original sound
7535230210980007199	2025-08-05	"What do I stand for? Where am I going?" Roy asked as he stared at his distant reflection in the mirror 𓃠 created by Jagwar Twin with Jagwar Twin’s original sound
7535140740674964767	2025-08-05	Roy's infinite power slipped into confusion. The shadow grew ⚔︎𓃹 created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7534763705997856030	2025-08-04	In the silent uncertainty, a shadow awoke. And the shadow was Sir Lucius ♖♜ created by Jagwar Twin with Jagwar Twin’s Happy Face
7534399758815841567	2025-08-03	Sir Lucius lit the fire, and the fire was all-consuming. What was once clear in Roy became a distorted reflection ♊︎ created by Jagwar Twin with 𝐈𝐯𝐚́𝐧 𝐑𝐌𝐮𝐬𝐢𝐜 🎧’s sonido original
7534020470077738271	2025-08-02	The waters stirred, and the war began ♱ ☯︎ ︎ created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7533672023306865950	2025-08-01	In the beginning there was the One. The One was divided ✞☠︎︎ #jagwartwin #happyface  created by Jagwar Twin with Jagwar Twin’s Happy Face
7524068059833732383	2025-07-06	Replying to @agata.sendra thank you for allowing me a place to share my story. The full version of ballerina boy live in LA is out tomorrow created by Jagwar Twin with Jagwar Twin’s BALLERINA BOY
7522989997033639198	2025-07-03	Replying to @T  maybe I’ll drop  created by Jagwar Twin with Jagwar Twin’s original sound
7522221964342218015	2025-07-01	Love echos into infinity ♾️  Thank you for all the love on Loop before it’s released!  created by Jagwar Twin with Jagwar Twin’s original sound
7521786846427352350	2025-06-30	BALLERINA BOY music video out now. Thank you michael and jade and everyone who helped make such a beautiful movie. And thank you to everyone who’s been touched by the song. This one in particular has been a journey for me on many levels. If you’re reading this, there’s no one else like YOU out there 🖤🤍 - El Roy created by Jagwar Twin with Jagwar Twin’s BALLERINA BOY
7520753263264697630	2025-06-27	Anyone else feel like they’re stuck in a loop? ♾️ created by Jagwar Twin with Jagwar Twin’s original sound
7519953829467622687	2025-06-25	Sharing these songs live is such a gift. Thank you for making this all possible <3 BB created by Jagwar Twin with Jagwar Twin’s BALLERINA BOY
7519583114671246622	2025-06-24	BB live in Los Angeles 🌙  created by Jagwar Twin with Jagwar Twin’s BALLERINA BOY
7519198780709768479	2025-06-23	Oscillating between ballerina boy and bro created by Jagwar Twin with Jagwar Twin’s BALLERINA BOY
7518092084843171102	2025-06-20	For the real boys  BALLERINA BOY lyric video out now  created by Jagwar Twin with Jagwar Twin’s BALLERINA BOY
7517031032084778271	2025-06-17	First time playing this was beautiful… thank you LA  created by Jagwar Twin with Jagwar Twin’s BALLERINA BOY
7516647436048289055	2025-06-16	There’s nothing wrong with you ✞ BALLERINA BOY out now created by Jagwar Twin with Jagwar Twin’s BALLERINA BOY
7515481176228859182	2025-06-13	Grateful to God, grateful to everyone streaming this song. Thank you for hearing my story 🩰 BALLERINA BOY out now created by Jagwar Twin with Jagwar Twin’s BALLERINA BOY
7515279249012444446	2025-06-13	BALLERINA BOY out now created by Jagwar Twin with Jagwar Twin’s BALLERINA BOY
7515250199133211950	2025-06-13	🩰 created by Jagwar Twin with Jagwar Twin’s original sound
7515124821643005214	2025-06-12	BALLERINA BOY tonight at midnight ☠︎✞ created by Jagwar Twin with Jagwar Twin’s original sound
7514908071974407454	2025-06-12	🐰 created by Jagwar Twin with Jagwar Twin’s original sound
7514881417906605342	2025-06-12	There's no one else out there like you created by Jagwar Twin with Jagwar Twin’s original sound
7514762628070214942	2025-06-11	Friday is going to be wild  created by Jagwar Twin with Jagwar Twin’s I Like to Party
7514455395159657758	2025-06-10	what makes a real boy☠︎ ✞ created by Jagwar Twin with Jagwar Twin’s original sound
7514063897503059231	2025-06-09	Listen to the whispers from the future not the echos from the past. It’s you.  BALLERINA BOY out June 13th created by Jagwar Twin with Jagwar Twin’s original sound
7513702380815371551	2025-06-08	What parts of yourself have you buried? No more walking with ghosts ☠︎ ✞ created by Jagwar Twin with Jagwar Twin’s original sound
7512893552041397534	2025-06-06	One week 🩰 created by Jagwar Twin with Jagwar Twin’s original sound
7512861789512650015	2025-06-06	The legend is me obviously  created by Jagwar Twin with Jagwar Twin’s original sound
7512572028734508319	2025-06-05	Buried him inside ☠︎ BALLERINA BOY out June 13th  created by Jagwar Twin with Jagwar Twin’s original sound
7512178762432138527	2025-06-04	I did have a purple gym bag so in retrospect I was kinda asking for it created by Jagwar Twin with Jagwar Twin’s original sound
7512163562169715998	2025-06-04	MAGIK at the club in the 80s woulda been crazy  created by Jagwar Twin with Jagwar Twin’s MAGIK
7511786411058597150	2025-06-03	Pinocchio Jesus  created by Jagwar Twin with Jagwar Twin’s original sound
7511437781483228446	2025-06-02	✞  created by Jagwar Twin with Jagwar Twin’s original sound
7510631164105739551	2025-05-31	I also set my high schools long jump record for shortest long jump See you June 13th at The Echo in LA, get tickets now before they are sold out! ⚔️ created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7510348644294479134	2025-05-30	Anyone else a christian school kid? created by Jagwar Twin with Jagwar Twin’s original sound
7510060822102592798	2025-05-30	Ballerina boy created by Jagwar Twin with Jagwar Twin’s original sound
7509608047111834926	2025-05-28	Ballerina Boy June 13th created by Jagwar Twin with Jagwar Twin’s original sound
7509245382094851358	2025-05-27	Everything you do is MAGIK✨ created by Jagwar Twin with Jagwar Twin’s MAGIK
7509226153161264414	2025-05-27	You Oompa Loompas ready?  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7507780128814943519	2025-05-23	Anyone know this chord? created by Jagwar Twin with Jagwar Twin’s MAGIK
7507103082376105262	2025-05-22	That goat stuff is real  created by Jagwar Twin with Jagwar Twin’s MAGIK
7506264220355317023	2025-05-19	Yalls mind really in the gutter created by Jagwar Twin with Jagwar Twin’s MAGIK
7505574339622817055	2025-05-18	Promo  created by Jagwar Twin with Jagwar Twin’s MAGIK
7505095406762708255	2025-05-16	MAGIK visualizer out now  created by Jagwar Twin with Jagwar Twin’s MAGIK
7505050560005983518	2025-05-16	MAGIK IS EVERYWHERE NOW   MAGIK IS EVERYWHERE NOW  MAGIK IS EVERYWHERE NOW  created by Jagwar Twin with Jagwar Twin’s MAGIK
7504743500257234206	2025-05-15	Life without a YOU would be tragic ✨⚔️  created by Jagwar Twin with Jagwar Twin’s original sound
7504428017180052766	2025-05-14	2 days till MAGIK ✨ created by Jagwar Twin with Jagwar Twin’s original sound
7504030600991427870	2025-05-13	I’m so excited to finally announce The Inner Circle. A secret chamber for the most loyal servants of the Jagwar Twin realm on my discord. For the mystics, misfits, and magical humans only. Enter if you feel the call… 🕯️🔮 created by Jagwar Twin with Jagwar Twin’s original sound
7502619291989069087	2025-05-10	One of the greatest of all time Prince was magik 🔮✨ created by Jagwar Twin with Jagwar Twin’s original sound
7502543113819409695	2025-05-09	I’m having so much fun being a human these days. Reminder to smile today. You. Are. Magik. ⚔️✨ Out May 16th  created by Jagwar Twin with Jagwar Twin’s original sound
7502155422191652127	2025-05-08	You’re more than who you think you are  May 16 ✨⚔️ created by Jagwar Twin with Jagwar Twin’s original sound
7501839431020612895	2025-05-07	Everybody needs you here 🌎✨ created by Jagwar Twin with Jagwar Twin’s original sound
7501768417049906463	2025-05-07	May 16th✨ created by Jagwar Twin with Jagwar Twin’s original sound
7499901476744203566	2025-05-02	✨ created by Jagwar Twin with Jagwar Twin’s original sound
7498828016882126110	2025-04-29	First time DJing. Not the first time a woman has held a sword over my head ⚔️🐆 created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7497341627896188191	2025-04-25	Your mind must be a loyal servant to your heart 🤍⚔️🖤 created by Jagwar Twin with 𝐈𝐯𝐚́𝐧 𝐑𝐌𝐮𝐬𝐢𝐜 🎧’s sonido original
7494713673416445215	2025-04-18	Jagwar Twin LIVE at the Echo June 13th  Loyal servants of the realm unite! 🖤⚔️🤍 created by Jagwar Twin with Jagwar Twin’s original sound
7493988003069660446	2025-04-16	Jagwar Twin Live @ The Echo in LA. June 13th. 🐆❤️‍🔥⚔️ created by Jagwar Twin with Jagwar Twin’s original sound
7493575232855330078	2025-04-15	When’s the last time you watched Snow White tho?   created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7491416015008468254	2025-04-09	Replying to @kidney “It is the unknown we fear when we look upon death and darkness, nothing more.” - Dumbledore, a  loyal servant of The Realm 🖤⚔️🤍 created by Jagwar Twin with Jagwar Twin’s original sound
7491081681068150046	2025-04-08	Loyal servants of the Realm unite ❤️‍🔥⚔️ created by Jagwar Twin with Jagwar Twin’s SideQuest
7490278241563872542	2025-04-06	Whole lifes been a series of SideQuests ❤️‍🔥⚔️ created by Jagwar Twin with Jagwar Twin’s SideQuest
7489562603140926766	2025-04-04	🤍🖤 I’m so grateful for everyone here exploring light and shadow. Thank you thank you to every loyal servant of the Realm 🖤🤍 created by Jagwar Twin with Jagwar Twin’s Happy Face
7489234819604352286	2025-04-03	ADD isn’t real ⚔️ created by Jagwar Twin with Jagwar Twin’s SideQuest
7489128602596920607	2025-04-03	“The attitude of faith is to let go, and become open to truth, whatever it might turn out to be” - Alan Watts, a loyal servant of the Realm ❤️‍🔥⚔️ SideQuest out now created by Jagwar Twin with Jagwar Twin’s SideQuest
7488790661265689887	2025-04-02	Do you know the voice of your heart? Are you brave enough to trust and follow it, to be a loyal servant of The Realm?❤️‍🔥⚔️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7488373612915772702	2025-04-01	We rise by kneeling  We conquer by surrendering  We gain by giving up Go forth, loyal servants of The Realm ⚔️❤️‍🔥 created by Jagwar Twin with Jagwar Twin’s SideQuest
7486973917723184414	2025-03-28	“This memory is everything. Without it, we are blind. Without it, we leave the fate of our world to chance.” - dumbledore, a loyal servant of the Realm ❤️‍🔥⚔️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7486916323637759263	2025-03-28	⚡️SideQuest ⚡️ is out now ❤️‍🔥⚔️ Every SideQuest leads us somewhere. I am grateful for the journey and grateful for everyone here building our future medieval Jagwar World created by Jagwar Twin with Jagwar Twin’s SideQuest
7486575697972972831	2025-03-27	SideQuest out tonight at midnight ❤️‍🔥⚔️⚡️ created by Jagwar Twin with Jagwar Twin’s SideQuest
7486192525322112287	2025-03-26	I’m in London right now doing magical stuff. SideQuest is out on Friday. Life is beautiful ❤️‍🔥⚔️ created by Jagwar Twin with Jagwar Twin’s SideQuest
7485807130130402590	2025-03-25	Replying to @agata.sendra Shoutout to the council of Balder ⚡️ created by Jagwar Twin with Jagwar Twin’s SideQuest
7485427342228131103	2025-03-24	The SideQuest begins Friday ❤️‍🔥⚔️ created by Jagwar Twin with Jagwar Twin’s SideQuest
7484345455468383518	2025-03-21	1 week until we begin the SideQuest ⚔️❤️‍🔥 created by Jagwar Twin with Jagwar Twin’s SideQuest
7484035298691714334	2025-03-20	I'm a Gemini, but I identify as a Libra created by Jagwar Twin with Jagwar Twin’s SideQuest
7483979943655804190	2025-03-20	Dumbledore, but it’s a love song 🧙🏼‍♂️ Acoustic video out now  created by Jagwar Twin with Jagwar Twin’s original sound
7483660750406323487	2025-03-19	goss created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7483587591892208927	2025-03-19	You're nobody's sidequest ❤️‍🔥⚔️ created by Jagwar Twin with Jagwar Twin’s SideQuest
7483253819149782302	2025-03-18	I never put anyone else above you ⚔️ SideQuest 3/28  created by Jagwar Twin with Jagwar Twin’s SideQuest
7482902280069516574	2025-03-17	Loyal servants of the Realm unite ⚔️❤️‍🔥 created by Jagwar Twin with Jagwar Twin’s SideQuest
7481821141628226862	2025-03-15	SideQuest 3/28. Who’s coming with me? ⚔️ created by Jagwar Twin with Jagwar Twin’s SideQuest
7481058509757451550	2025-03-12	SideQuest ⚔️ created by Jagwar Twin with Jagwar Twin’s original sound
7480702740394528030	2025-03-11	"Magick is the art of causing changes in consciousness to occur in accordance with the will." ~ Dion Fortune, a loyal Sevant of The Realm 🐆 created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7480303688045628703	2025-03-10	"Music, a magic beyond all we do here!" - dumbledore, a loyal servant of The Realm 🧙🏻‍♂️⚔️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7479194621319384351	2025-03-07	I miss tour. It’s been amazing creating new music but I can’t wait to be back with you ❤️‍🔥⚔️ created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7478740313440292126	2025-03-06	"We are only as strong as we are united, as weak as we are divided." - dumbledore, a loyal servant of the Realm ⚔️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7478030219606019358	2025-03-04	Lyric video for dumbledore out⚔️❤️‍🔥 Life is a dream 🧙🏼‍♂️thank you for all the love - Jag, a loyal servant of the Realm created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7477715626828533022	2025-03-03	Wake up, you're dreaming... 🏰 created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7477038276860300575	2025-03-02	Every thought you think, every word you speak, is a spell you cast. You are magik.  created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7476499470205668639	2025-02-28	Consensually of course - 🧙🏼‍♂️ Out now ⚔️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7476248374191181087	2025-02-27	I sometimes find, and I am sure you know the feeling, that I simply have too many thoughts and memories crammed into my mind 🧙🏻‍♂️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7475796750763068702	2025-02-26	"The clue to one's next step toward the door of initiation may be revealed at the Full Moon during the sign of Taurus." ~ Alice Bailey, a loyal servant of The Realm 🐂🌕⚔️ ‘Dumbledore’ out on 2/28  created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7475490454696430878	2025-02-25	Replying to @TypicalTabbyCat "Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?" - dumble ⚔️ GO DUMB created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7475088701136129311	2025-02-24	"To repress rebellion is to maintain the status quo, a condition which binds the mortal creature in a state of intellectual or physical slavery. But it is impossible to chain man merely by slaving his body; the mind also must be held, and to accomplish this, fear is the accepted weapon. The common man must fear life, fear death, fear God, fear the Devil, and fear most the overlords, the keepers of his destiny." Manly P Hall, a loyal servant of The Realm ⚔️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7474474131648548126	2025-02-23	Be bold. Be fearless. You are uniquely made with a purpose. Do not let anyone dim your light. You are MAGIK. Dumbledore out Feb 28. - ❤️‍🔥Jag, a loyal servant of the Realm ⚔️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7473997872287993118	2025-02-21	Replying to @nicole🖤⁷ It is important to fight and fight again, and keep fighting, for only then can evil be kept at bay though never quite eradicated.⚔️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7473593266886266143	2025-02-20	Got my mouth full of moonstones. My leo moon says hi. 🌙🧙🏻‍♂️🏰 created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7473200424925793578	2025-02-19	Never too OTT. Bring down the lightning mfkkinnngg Zuess  ⚡️🧙🏻‍♂️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7472909089337527583	2025-02-18	Dude. AI is rad. 🪄 Which wizard did you get? 🧙🏼‍♂️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7472513987939274014	2025-02-17	Got out the grave, I'm on a wave 👑💀 created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7471854405659135263	2025-02-16	2025 is the year of the wood dragon created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7471500950037908778	2025-02-15	"There is nothing more to controlling demons than to do good and fear nothing." ~ Eliphas Levi, a loyal servant of The Realm ⚔️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7471011127598632222	2025-02-13	“If you wish to get out of prison, the first thing you must do is realize that you are in prison. If you think you are free, you can’t escape.” — Gurdjieff aka GO DUMB  Dumbledore comes out on 2/28 🧙🏻‍♂️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7470625961919221022	2025-02-12	Who's coming to the Ren Rave? ⚔️🧚🧙🏻‍♂️  created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7470276794344607018	2025-02-11	Replying to @Pam Swore an oath to protect the Realm ⚔️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7469911577404247327	2025-02-10	Replying to @TypicalTabbyCat After many battles… the “problematic” dumbledore comes out FEB 28th. Loyal servants of the Realm unite ⚔️- El Jag 🐆🧙🏼‍♂️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7469616357978541342	2025-02-10	As the OG wizard said, "Words are, in my not-so-humble opinion, our most inexhaustible source of magic. Capable of both inflicting injury, and remedying it." - dumbledore, a loyal Servant of the Realm 🧙🏻‍♂️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7469230916666199327	2025-02-09	"While we may come from different places and speak in different tongues, our hearts beat as one" - dumbledore, a loyal servant of The Realm 🧙🏻‍♂️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7468733201859628319	2025-02-07	DJ bout to set the club off when he drops dumbledore at the ren faire created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7468367754110700831	2025-02-06	Ephesians 6:11 ⚔️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7468019142159764767	2025-02-05	Replying to @anywayz777 Where my wizards at?🧙🏼‍♂️  created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7461761347877915934	2025-01-19	Dumblecore on tiktok  #jagwartwin #dumbledore #harrypotter #newmusic  created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7460214255296515370	2025-01-15	Went to the middle of the desert in Abu Dhabi with some friends, made a bonfire and sang The Circle under the stars  #jagwartwin #thecircle  created by Jagwar Twin with Jagwar Twin’s The Circle (0)
7459919481553292574	2025-01-14	Happy Face 🫠 LIVE at VEVO  #jagwartwin #jagwartwinhappyface  created by Jagwar Twin with Jagwar Twin’s Happy Face
7459465812244483358	2025-01-13	Pizza was a good choice on the day I made my Spotify wrapped message. Idk today.  #spotifywrapped #jagwartwin  created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7458376045721308459	2025-01-10	Fuvk you malfoy  created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7458041710967393579	2025-01-09	Opening with mythology  created by Jagwar Twin with Jagwar Twin’s The Circle (0)
7456923147388914975	2025-01-06	Sleeping Beauty got codes  created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7455793648282651947	2025-01-03	100 M streams later  #badfeeling #oompaloompa  created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
7454738095498464543	2025-01-01	2024… infinity ♾️ you changed my life. Thank you for all the gifts. Thank you to every single one of you who came to see a show and left a kind word. This community is growing and it’s so beautiful to watch it blossom and to see all of you bright lights in the world. Thank you thank you thank you. My heart is overflowing with love and gratitude. 2025 will be amazing. 🤍- Jag, a loyal servant of the realm  created by Jagwar Twin with Jagwar Twin’s original sound
7454270902608366879	2024-12-30	My record label won’t let me release Dumbledore but they can’t stop me from playing it live! They say the song is “problematic” 😂 🧙🏼‍♂️ created by Jagwar Twin with Jagwar Twin’s dumbledore - DARK ARTS VERSION
7453170873009294635	2024-12-27	Shoutout to your mom. Moms are the best. My mom got me yellow chicken shoes for Christmas and she said don’t be a 🐓. Good advice mom 😂 created by Jagwar Twin with Jagwar Twin’s Bad Feeling (Oompa Loompa)
